"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01009","5","10","71","0","2020","4","",764,6320,6358,6370,66961318,5905802,67166,811,"",0.95,0.89,0.89,0.89,0.89,1.02,1.00,0.99,"",38,5.2,-242,-3.7,-233,-3.5,-212,-3.2,4287322,6.8,482707,8.9,4934,7.9,78,10.6
"01011","0","10","70","0","2020","4","",183,2961,2933,2928,36602541,2399599,41822,957,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,2.2,-19,-0.6,5,0.2,34,1.2,7018650,23.7,351423,17.2,20012,91.8,181,23.3
"01011","1","10","71","0","2020","4","",6,46,31,30,513246,0,0,1107,"",5.72,0.73,0.52,0.50,0.50,0.00,0.00,0.86,"",0,0.0,4,9.5,-6,-16.2,-8,-21.1,-56439,-9.9,0,0.0,0,0.0,-17,-1.5
"01011","2","10","71","0","2020","4","",10,237,235,240,4370352,0,0,1416,"",8.34,2.45,2.47,2.52,3.78,0.00,0.00,1.53,"",0,0.0,-11,-4.4,-14,-5.6,-8,-3.2,1278392,41.3,0,0.0,0,0.0,458,47.8
"01011","3","10","71","0","2020","4","",15,313,321,317,3213759,457,3,780,"",5.12,1.08,1.11,1.11,1.05,0.01,0.01,0.95,"",1,7.1,-33,-9.5,-20,-5.9,-17,-5.1,166486,5.5,457,100.0,3,100.0,91,13.2
"01011","5","10","71","0","2020","4","",152,2365,2346,2341,28505184,2399142,41819,933,"",0.85,0.94,0.94,0.94,0.91,1.03,1.01,0.97,"",3,2.0,21,0.9,45,2.0,67,2.9,5630211,24.6,350966,17.1,20009,91.7,170,22.3
"01013","0","10","70","0","2020","4","",498,6411,6452,6435,69449934,6105047,86484,830,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,2.7,-520,-7.5,-380,-5.6,-302,-4.5,4011298,6.1,269948,4.6,4345,5.3,93,12.6
"01013","1","10","71","0","2020","4","",6,55,39,37,610929,0,0,1076,"",2.10,0.41,0.29,0.28,0.31,0.00,0.00,0.96,"",0,0.0,13,31.0,-4,-9.3,-6,-14.0,74539,13.9,0,0.0,0,0.0,109,11.3
"01013","2","10","71","0","2020","4","",12,97,95,98,1416338,0,0,1127,"",3.68,0.46,0.45,0.47,0.65,0.00,0.00,1.40,"",0,0.0,0,0.0,-2,-2.1,-4,-3.9,57928,4.3,0,0.0,0,0.0,68,6.4
"01013","3","10","71","0","2020","4","",23,722,725,722,7335465,23663,139,780,"",2.89,1.15,1.14,1.15,1.26,0.19,0.28,1.10,"",0,0.0,-44,-5.7,-32,-4.2,-45,-5.9,161976,2.3,4092,20.9,24,20.9,57,7.9
"01013","5","10","71","0","2020","4","",457,5537,5593,5578,60087202,6081384,86345,830,"",0.94,1.02,1.02,1.02,1.01,1.03,1.01,0.99,"",13,2.9,-489,-8.1,-342,-5.8,-247,-4.2,3716855,6.6,265856,4.6,4321,5.3,99,13.5
"01015","0","10","70","0","2020","4","",2596,43342,43799,43714,510158180,35318352,377340,900,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",50,2.0,-1309,-2.9,-1118,-2.5,-969,-2.2,32693371,6.8,4225304,13.6,20459,5.7,79,9.6
"01015","1","10","71","0","2020","4","",47,4261,4198,4167,74122428,0,0,1355,"",3.16,4.65,4.68,4.62,5.17,0.00,0.00,1.11,"",2,4.4,62,1.5,11,0.3,1,0.0,2163417,3.0,0,0.0,0,0.0,32,2.4
"01015","2","10","71","0","2020","4","",26,1727,1730,1716,24134583,0,0,1077,"",1.53,1.22,1.22,1.21,1.50,0.00,0.00,1.23,"",-1,-3.7,-37,-2.1,-33,-1.9,-74,-4.1,565178,2.4,0,0.0,0,0.0,54,5.3
"01015","3","10","71","0","2020","4","",73,6158,6166,6151,70520102,287101,6007,881,"",1.76,1.45,1.43,1.44,1.65,0.40,2.81,1.15,"",1,1.4,-169,-2.7,-170,-2.7,-181,-2.9,4899870,7.5,199464,227.6,5282,728.6,84,10.5
"01015","5","10","71","0","2020","4","",2450,31196,31705,31680,341381067,35031251,371333,833,"",0.97,0.85,0.85,0.85,0.78,1.03,0.99,0.92,"",48,2.0,-1165,-3.6,-926,-2.8,-715,-2.2,25064906,7.9,4025840,13.0,15177,4.3,83,11.1
"01017","0","10","70","0","2020","4","",648,8556,8412,8546,98381989,7949527,80014,890,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",21,3.3,-14,-0.2,-163,-1.9,36,0.4,9562214,10.8,1868985,30.7,14330,21.8,91,11.4
"01017","1","10","71","0","2020","4","",6,64,51,51,785207,0,0,1092,"",1.61,0.35,0.30,0.29,0.28,0.00,0.00,0.91,"",0,0.0,9,16.4,-3,-5.6,-6,-10.5,12985,1.7,0,0.0,0,0.0,18,1.7
"01017","2","10","71","0","2020","4","",13,138,137,135,1681609,0,0,946,"",3.06,0.49,0.50,0.49,0.54,0.00,0.00,1.10,"",-1,-7.1,-9,-6.1,-12,-8.1,-14,-9.4,29151,1.8,0,0.0,0,0.0,89,10.4
"01017","3","10","71","0","2020","4","",57,1571,1566,1526,17963311,45170,266,889,"",5.50,1.87,1.90,1.83,2.18,0.28,0.59,1.17,"",0,0.0,-100,-6.0,-108,-6.5,-140,-8.4,-371317,-2.0,15336,51.4,90,51.1,45,5.3
"01017","5","10","71","0","2020","4","",572,6783,6658,6834,77951862,7904357,79748,887,"",0.91,0.93,0.93,0.94,0.92,1.03,1.00,0.99,"",22,4.0,86,1.3,-40,-0.6,196,3.0,9891395,14.5,1853649,30.6,14240,21.7,103,13.1
"01019","0","10","70","0","2020","4","",426,5021,5050,5036,50659439,4462357,47826,774,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,1.4,-84,-1.6,-177,-3.4,-205,-3.9,2817550,5.9,356318,8.7,-9289,-16.3,65,9.2
"01019","1","10","71","0","2020","4","",9,56,44,50,650385,0,0,1001,"",3.68,0.53,0.43,0.48,0.46,0.00,0.00,0.96,"",0,0.0,12,27.3,-6,-12.0,4,8.7,35597,5.8,0,0.0,0,0.0,-12,-1.2
"01019","2","10","71","0","2020","4","",11,83,84,84,1069209,0,0,983,"",3.94,0.51,0.51,0.51,0.67,0.00,0.00,1.31,"",0,0.0,-8,-8.8,-7,-7.7,-5,-5.6,-6506,-0.6,0,0.0,0,0.0,67,7.3
"01019","3","10","71","0","2020","4","",24,1111,1137,1120,11599014,39483,352,795,"",3.52,2.26,2.29,2.28,2.74,0.43,1.30,1.20,"",0,0.0,-50,-4.3,-64,-5.3,-65,-5.5,373478,3.3,9528,31.8,-282,-44.5,65,8.9
"01019","5","10","71","0","2020","4","",382,3771,3785,3782,37340831,4422874,47474,760,"",0.92,0.89,0.88,0.88,0.86,1.02,1.00,0.97,"",6,1.6,-38,-1.0,-100,-2.6,-139,-3.5,2414981,6.9,346790,8.5,-9007,-15.9,66,9.5
"01021","0","10","70","0","2020","4","",839,9063,9066,9076,102968124,6689513,69774,873,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,1.3,-503,-5.3,-518,-5.4,-421,-4.4,4114920,4.2,459430,7.4,3476,5.2,77,9.7
"01021","1","10","71","0","2020","4","",7,73,65,64,886072,0,0,1012,"",1.45,0.38,0.35,0.34,0.31,0.00,0.00,0.86,"",0,0.0,5,7.4,0,0.0,1,1.6,74866,9.2,0,0.0,0,0.0,57,6.0
"01021","2","10","71","0","2020","4","",14,253,250,250,3621199,0,0,1110,"",2.55,0.85,0.85,0.85,1.11,0.00,0.00,1.31,"",0,0.0,3,1.2,0,0.0,-2,-0.8,264197,7.9,0,0.0,0,0.0,80,7.8
"01021","3","10","71","0","2020","4","",37,1499,1505,1476,14675441,163286,965,756,"",2.76,1.69,1.69,1.66,1.70,1.19,2.44,1.01,"",2,5.7,-71,-4.5,-84,-5.3,-76,-4.9,240613,1.7,44749,37.8,246,34.2,49,6.9
"01021","5","10","71","0","2020","4","",781,7238,7246,7286,83785412,6526227,68809,888,"",0.96,0.94,0.94,0.95,0.95,1.01,0.99,1.01,"",9,1.2,-440,-5.7,-434,-5.7,-344,-4.5,3535244,4.4,414681,6.8,3230,4.9,82,10.2
"01023","0","10","70","0","2020","4","",335,3587,3690,3733,54448265,3545682,40769,1141,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,2.8,90,2.6,204,5.9,115,3.2,9248360,20.5,1212073,51.9,13204,47.9,157,16.0
"01023","1","10","71","0","2020","4","",8,41,27,27,385646,0,0,937,"",4.16,0.54,0.36,0.35,0.25,0.00,0.00,0.61,"",0,0.0,15,57.7,0,0.0,1,3.8,86727,29.0,0,0.0,0,0.0,64,7.3
"01023","2","10","71","0","2020","4","",11,66,65,69,631027,0,0,728,"",5.01,0.56,0.54,0.57,0.37,0.00,0.00,0.66,"",0,0.0,-8,-10.8,-7,-9.7,-5,-6.8,35627,6.0,0,0.0,0,0.0,103,16.5
"01023","3","10","71","0","2020","4","",23,333,349,356,3291642,5484,136,732,"",4.29,0.95,0.96,0.98,0.72,0.08,0.59,0.75,"",0,0.0,-41,-11.0,-21,-5.7,-21,-5.6,3513,0.1,-8721,-61.4,54,65.9,55,8.1
"01023","5","10","71","0","2020","4","",293,3147,3249,3281,50139950,3540198,40633,1196,"",0.90,1.03,1.04,1.04,1.07,1.03,1.00,1.04,"",9,3.2,124,4.1,232,7.7,140,4.5,9122493,22.2,1220794,52.6,13150,47.8,165,16.0
"01025","0","10","70","0","2020","4","",691,7860,8000,8007,94137843,5940811,69486,910,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,4.2,-81,-1.0,55,0.7,-36,-0.4,8386328,9.8,653590,12.4,1541,2.3,83,10.0
"01025","1","10","71","0","2020","4","",13,82,64,67,1116207,0,0,1209,"",3.28,0.49,0.39,0.41,0.42,0.00,0.00,0.98,"",-1,-7.1,14,20.6,-5,-7.2,-2,-2.9,49962,4.7,0,0.0,0,0.0,15,1.3
"01025","2","10","71","0","2020","4","",16,319,322,318,4565071,0,0,1099,"",3.53,1.24,1.24,1.22,1.54,0.00,0.00,1.25,"",0,0.0,-33,-9.4,-17,-5.0,-33,-9.4,-220424,-4.6,0,0.0,0,0.0,39,3.7
"01025","3","10","71","0","2020","4","",37,1270,1299,1284,12798005,186025,1141,767,"",3.35,1.65,1.65,1.64,1.62,1.53,2.90,0.99,"",2,5.7,-62,-4.7,-36,-2.7,-76,-5.6,1057239,9.0,147091,377.8,739,183.8,94,14.0
"01025","5","10","71","0","2020","4","",625,6189,6315,6338,75658560,5754786,68345,927,"",0.93,0.93,0.93,0.93,0.94,1.00,0.99,1.01,"",27,4.5,0,0.0,113,1.8,75,1.2,7499551,11.0,506499,9.7,802,1.2,84,10.0
"01027","0","10","70","0","2020","4","",226,4279,4283,4317,43925222,3627213,40994,787,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.9,-61,-1.4,-74,-1.7,-68,-1.6,3117198,7.6,241905,7.1,7362,21.9,67,9.3
"01027","1","10","71","0","2020","4","",6,54,42,43,694054,0,0,1152,"",4.63,0.60,0.48,0.48,0.56,0.00,0.00,1.08,"",0,0.0,0,0.0,-5,-10.6,-4,-8.5,-38699,-5.3,0,0.0,0,0.0,9,0.8
"01027","2","10","71","0","2020","4","",10,57,57,56,648668,0,0,881,"",6.75,0.41,0.41,0.40,0.47,0.00,0.00,1.15,"",0,0.0,3,5.6,3,5.6,1,1.8,45752,7.6,0,0.0,0,0.0,27,3.2
"01027","3","10","71","0","2020","4","",17,810,797,806,7443430,13804,185,712,"",4.70,1.93,1.89,1.91,2.02,0.19,0.80,1.06,"",0,0.0,-49,-5.7,-61,-7.1,-49,-5.7,295812,4.1,-18457,-57.2,-239,-56.4,71,11.1
"01027","5","10","71","0","2020","4","",193,3358,3387,3412,35139070,3613409,40809,798,"",0.88,0.93,0.93,0.93,0.93,1.03,1.00,1.00,"",2,1.0,-15,-0.4,-11,-0.3,-16,-0.5,2814333,8.7,260362,7.8,7601,22.9,67,9.2
"01029","0","10","70","0","2020","4","",243,2136,2102,2125,28562840,1520802,21268,1036,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,4.3,123,6.1,73,3.6,45,2.2,3128440,12.3,370497,32.2,8240,63.2,77,8.0
"01029","1","10","71","0","2020","4","",8,59,50,49,786272,0,0,1148,"",5.74,1.31,1.16,1.12,0.98,0.00,0.00,0.82,"",0,0.0,14,31.1,3,6.4,4,8.9,138180,21.3,0,0.0,0,0.0,56,5.1
"01029","2","10","71","0","2020","4","",10,110,110,108,1103758,0,0,777,"",6.28,1.58,1.61,1.56,1.22,0.00,0.00,0.77,"",0,0.0,-10,-8.3,-10,-8.3,-11,-9.2,14020,1.3,0,0.0,0,0.0,77,11.0
"01029","3","10","71","0","2020","4","",31,593,593,590,6248428,83718,494,812,"",7.98,2.83,2.87,2.84,2.61,2.69,4.10,0.92,"",0,0.0,-7,-1.2,-4,-0.7,-7,-1.2,132949,2.2,-31768,-27.5,-361,-42.2,25,3.2
"01029","5","10","71","0","2020","4","",194,1374,1349,1378,20424382,1437084,20774,1149,"",0.82,0.76,0.76,0.76,0.83,0.98,0.98,1.10,"",10,5.4,126,10.1,84,6.6,59,4.5,2843291,16.2,402265,38.9,8601,70.7,90,8.5
"01031","0","10","70","0","2020","4","",1093,16111,16315,16224,168041225,15667085,182003,797,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",21,2.0,-335,-2.0,-286,-1.7,-207,-1.3,13677927,8.9,1827653,13.2,23469,14.8,77,10.7
"01031","1","10","71","0","2020","4","",16,292,278,278,5062171,0,0,1378,"",2.55,0.86,0.83,0.83,1.07,0.00,0.00,1.28,"",-1,-5.9,-2,-0.7,-7,-2.5,-1,-0.4,365523,7.8,0,0.0,0,0.0,115,9.1
"01031","2","10","71","0","2020","4","",21,434,430,426,5437472,0,0,973,"",2.93,0.83,0.81,0.81,1.03,0.00,0.00,1.26,"",0,0.0,-32,-6.9,-37,-7.9,-23,-5.1,149685,2.8,0,0.0,0,0.0,90,10.2
"01031","3","10","71","0","2020","4","",42,1910,1907,1897,20154261,85185,922,814,"",2.40,1.21,1.19,1.20,1.43,0.27,0.89,1.20,"",-1,-2.3,43,2.3,30,1.6,28,1.5,949360,4.9,-23969,-22.0,278,43.2,24,3.0
"01031","5","10","71","0","2020","4","",1014,13475,13700,13623,137387321,15581900,181081,777,"",0.95,0.99,0.99,0.99,0.95,1.03,1.00,0.97,"",23,2.3,-344,-2.5,-272,-1.9,-211,-1.5,12213359,9.8,1851622,13.5,23191,14.7,83,12.0
"01033","0","10","70","0","2020","4","",1402,23433,23517,23702,313009762,19317784,314826,1022,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",47,3.5,-1117,-4.5,-913,-3.7,-743,-3.0,22955894,7.9,2801365,17.0,50835,19.3,110,12.1
"01033","1","10","71","0","2020","4","",15,627,619,629,22604108,0,0,2782,"",1.87,1.26,1.28,1.29,2.57,0.00,0.00,2.01,"",0,0.0,38,6.5,35,6.0,45,7.7,3205249,16.5,0,0.0,0,0.0,234,9.2
"01033","2","10","71","0","2020","4","",18,689,686,689,7724437,0,0,864,"",1.96,0.90,0.90,0.90,0.78,0.00,0.00,0.87,"",0,0.0,-10,-1.4,-23,-3.2,-17,-2.4,269024,3.6,0,0.0,0,0.0,50,6.1
"01033","3","10","71","0","2020","4","",49,3232,3254,3245,39604702,140363,829,939,"",2.19,1.41,1.41,1.40,1.51,0.35,0.47,1.08,"",3,6.5,-85,-2.6,-65,-2.0,-63,-1.9,3452721,9.6,31878,29.4,89,12.0,100,11.9
"01033","5","10","71","0","2020","4","",1320,18885,18958,19139,243076515,19177421,313997,984,"",0.97,0.95,0.95,0.95,0.91,1.03,1.00,0.95,"",44,3.4,-1060,-5.3,-860,-4.3,-708,-3.6,16028900,7.1,2769487,16.9,50746,19.3,105,11.9
"01035","0","10","70","0","2020","4","",255,3272,3292,3326,36178324,2618435,33498,844,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.2,-111,-3.3,-151,-4.4,-79,-2.3,3111173,9.4,26461,1.0,1591,5.0,98,13.1
"01035","1","10","71","0","2020","4","",5,36,25,28,368885,0,0,956,"",3.42,0.52,0.37,0.41,0.36,0.00,0.00,0.84,"",0,0.0,13,56.5,-6,-19.4,2,7.7,15413,4.4,0,0.0,0,0.0,-64,-6.3
"01035","2","10","71","0","2020","4","",12,176,182,178,2383257,0,0,1026,"",7.18,1.65,1.70,1.65,2.09,0.00,0.00,1.25,"",0,0.0,-18,-9.3,-14,-7.1,-5,-2.7,8017,0.3,0,0.0,0,0.0,69,7.2
"01035","3","10","71","0","2020","4","",20,488,491,492,4569136,20831,123,717,"",4.90,1.52,1.52,1.51,1.51,0.39,0.65,0.99,"",0,0.0,-2,-0.4,4,0.8,-1,-0.2,86810,1.9,16819,419.2,100,434.8,13,1.8
"01035","5","10","71","0","2020","4","",218,2572,2594,2628,28857046,2597604,33375,854,"",0.88,0.93,0.93,0.93,0.93,1.03,1.00,1.00,"",3,1.4,-104,-3.9,-135,-4.9,-75,-2.8,3000933,11.6,9642,0.4,1491,4.7,118,16.0
"01037","0","10","70","0","2020","4","",142,1264,1263,1274,14220311,810211,8401,863,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,6.8,-176,-12.2,-163,-11.4,-147,-10.3,287560,2.1,102336,14.5,-2129,-20.2,113,15.1
"01037","1","10","71","0","2020","4","",6,23,16,15,212237,0,0,907,"",7.37,0.86,0.62,0.57,0.53,0.00,0.00,0.78,"",0,0.0,4,21.1,0,0.0,-1,-6.2,-2341,-1.1,0,0.0,0,0.0,-64,-6.6
